STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
JA000047759,"KYOTO, JA",35.017,135.733,46,4/12/1974,,,73,",,I",45,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/13/1974,66,"H,,S",77,",,I",44,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/14/1974,55,"H,,S",65,",,I",52,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/15/1974,60,"H,,S",71,",,I",47,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/16/1974,56,"H,,S",63,",,I",53,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/17/1974,60,"H,,S",72,",,I",45,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/18/1974,64,"H,,S",76,",,I",50,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/19/1974,55,"H,,S",68,",,I",45,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/20/1974,61,"H,,S",69,",,I",42,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/21/1974,60,"H,,S",68,",,I",56,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/22/1974,57,"H,,S",62,",,I",50,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/23/1974,60,"H,,S",70,",,I",52,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/24/1974,67,"H,,S",78,",,I",47,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/25/1974,63,"H,,S",66,",,I",60,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/26/1974,60,"H,,S",72,",,I",50,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/27/1974,58,"H,,S",72,",,I",46,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/28/1974,,,69,",,I",50,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/29/1974,59,"H,,S",72,",,I",50,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,4/30/1974,66,"H,,S",75,",,I",45,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/1/1974,56,"H,,S",67,",,I",50,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/2/1974,60,"H,,S",75,",,I",45,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/3/1974,64,"H,,S",75,",,I",49,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/4/1974,,,78,",,I",52,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/5/1974,57,"H,,S",69,",,I",51,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/6/1974,,,72,",,I",44,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/7/1974,67,"H,,S",76,",,I",47,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/8/1974,67,"H,,S",77,",,I",57,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/9/1974,64,"H,,S",67,",,I",60,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/10/1974,,,72,",,I",53,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/11/1974,64,"H,,S",72,",,I",50,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/12/1974,69,"H,,S",80,",,I",60,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/13/1974,68,"H,,S",76,",,I",59,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/14/1974,67,"H,,S",74,",,I",63,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/15/1974,64,"H,,S",72,",,I",60,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/16/1974,65,"H,,S",76,",,I",57,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/17/1974,70,"H,,S",85,",,I",53,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/18/1974,73,"H,,S",89,",,I",58,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/19/1974,75,"H,,S",86,",,I",61,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/20/1974,68,"H,,S",73,",,I",66,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/21/1974,69,"H,,S",71,",,I",64,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/22/1974,67,"H,,S",71,",,I",64,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/23/1974,72,"H,,S",85,",,I",63,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/24/1974,67,"H,,S",81,",,I",58,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/25/1974,68,"H,,S",81,",,I",52,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/26/1974,71,"H,,S",82,",,I",59,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/27/1974,65,"H,,S",77,",,I",57,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/28/1974,72,"H,,S",85,",,I",52,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/29/1974,76,"H,,S",85,",,I",60,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/30/1974,72,"H,,S",80,",,I",65,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/31/1974,73,"H,,S",79,",,I",65,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/1/1974,73,"H,,S",86,",,I",65,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/2/1974,74,"H,,S",87,",,I",62,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/3/1974,,,87,",,I",60,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/4/1974,,,79,",,I",68,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/5/1974,,,78,",,I",62,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/6/1974,64,"H,,S",76,",,I",60,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/7/1974,70,"H,,S",80,",,I",61,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/8/1974,75,"H,,S",86,",,I",63,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/9/1974,,,88,",,I",63,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/10/1974,75,"H,,S",81,",,I",65,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/11/1974,68,"H,,S",72,",,I",66,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/12/1974,,,84,",,I",63,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/13/1974,76,"H,,S",86,",,I",64,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/14/1974,70,"H,,S",79,",,I",64,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/15/1974,75,"H,,S",87,",,I",58,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/16/1974,78,"H,,S",91,",,I",64,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/17/1974,,,87,",,I",66,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/18/1974,76,"H,,S",82,",,I",67,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/19/1974,75,"H,,S",89,",,I",66,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/20/1974,78,"H,,S",87,",,I",60,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/21/1974,76,"H,,S",84,",,I",73,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/22/1974,73,"H,,S",79,",,I",68,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/23/1974,70,"H,,S",79,",,I",66,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/24/1974,72,"H,,S",79,",,I",66,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/25/1974,72,"H,,S",81,",,I",64,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/26/1974,77,"H,,S",87,",,I",62,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/27/1974,72,"H,,S",78,",,I",68,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/28/1974,72,"H,,S",81,",,I",68,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/29/1974,75,"H,,S",84,",,I",62,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/30/1974,67,"H,,S",72,",,I",64,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/1/1974,68,"H,,S",72,",,I",65,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/2/1974,69,"H,,S",75,",,I",66,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/3/1974,79,"H,,S",88,",,I",69,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/4/1974,80,"H,,S",92,",,I",72,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/5/1974,,,81,",,I",73,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/6/1974,76,"H,,S",81,",,I",73,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/7/1974,75,"H,,S",79,",,I",70,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/8/1974,81,"H,,S",90,",,I",73,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/9/1974,82,"H,,S",91,",,I",73,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/10/1974,80,"H,,S",87,",,I",75,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/11/1974,75,"H,,S",81,",,I",73,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/12/1974,77,"H,,S",86,",,I",72,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/13/1974,76,"H,,S",82,",,I",69,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/14/1974,77,"H,,S",80,",,I",73,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/15/1974,,,83,",,I",74,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/16/1974,74,"H,,S",78,",,I",72,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/17/1974,75,"H,,S",79,",,I",71,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/18/1974,76,"H,,S",81,",,I",73,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/19/1974,78,"H,,S",87,",,I",72,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/20/1974,78,"H,,S",88,",,I",72,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/21/1974,77,"H,,S",88,",,I",68,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/22/1974,,,88,",,I",67,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/23/1974,77,"H,,S",87,",,I",69,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/24/1974,,,81,",,I",68,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/25/1974,72,"H,,S",79,",,I",69,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/26/1974,80,"H,,S",90,",,I",71,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/27/1974,82,"H,,S",91,",,I",72,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/28/1974,,,88,",,I",76,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/29/1974,82,"H,,S",92,",,I",73,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/30/1974,84,"H,,S",93,",,I",74,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/31/1974,84,"H,,S",93,",,I",75,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/1/1974,81,"H,,S",92,",,I",75,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/2/1974,79,"H,,S",92,",,I",72,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/3/1974,84,"H,,S",94,",,I",72,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/4/1974,84,"H,,S",93,",,I",75,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/5/1974,82,"H,,S",92,",,I",75,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/6/1974,85,"H,,S",94,",,I",73,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/7/1974,81,"H,,S",93,",,I",75,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/8/1974,79,"H,,S",90,",,I",70,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/9/1974,81,"H,,S",91,",,I",67,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/10/1974,85,"H,,S",94,",,I",72,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/11/1974,82,"H,,S",90,",,I",79,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/12/1974,82,"H,,S",90,",,I",74,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/13/1974,86,"H,,S",95,",,I",77,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/14/1974,83,"H,,S",94,",,I",77,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/15/1974,82,"H,,S",94,",,I",74,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/16/1974,83,"H,,S",91,",,I",75,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/17/1974,,,82,",,I",76,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/18/1974,84,"H,,S",92,",,I",75,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/19/1974,86,"H,,S",95,",,I",75,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/20/1974,84,"H,,S",95,",,I",77,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/21/1974,82,"H,,S",93,",,I",75,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/22/1974,85,"H,,S",95,",,I",72,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/23/1974,84,"H,,S",92,",,I",79,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/24/1974,85,"H,,S",93,",,I",75,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/25/1974,76,"H,,S",89,",,I",70,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/26/1974,75,"H,,S",83,",,I",70,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/27/1974,74,"H,,S",76,",,I",70,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/28/1974,82,"H,,S",91,",,I",73,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/29/1974,81,"H,,S",88,",,I",77,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/30/1974,,,94,",,I",76,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/31/1974,84,"H,,S",93,",,I",74,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/1/1974,81,"H,,S",89,",,I",77,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/2/1974,81,"H,,S",88,",,I",77,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/3/1974,80,"H,,S",91,",,I",72,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/4/1974,78,"H,,S",87,",,I",71,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/5/1974,77,"H,,S",89,",,I",70,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/6/1974,,,88,",,I",67,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/7/1974,81,"H,,S",93,",,I",74,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/8/1974,72,"H,,S",81,",,I",66,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/9/1974,69,"H,,S",73,",,I",66,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/10/1974,69,"H,,S",82,",,I",63,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/11/1974,73,"H,,S",83,",,I",59,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/12/1974,76,"H,,S",83,",,I",67,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/13/1974,75,"H,,S",84,",,I",70,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/14/1974,78,"H,,S",86,",,I",68,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/15/1974,70,"H,,S",74,",,I",67,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/16/1974,69,"H,,S",81,",,I",62,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/17/1974,68,"H,,S",76,",,I",60,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/18/1974,70,"H,,S",75,",,I",64,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/19/1974,66,"H,,S",77,",,I",59,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/20/1974,64,"H,,S",76,",,I",53,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/21/1974,67,"H,,S",75,",,I",57,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/22/1974,67,"H,,S",77,",,I",62,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/23/1974,69,"H,,S",77,",,I",59,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/24/1974,64,"H,,S",71,",,I",63,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/25/1974,67,"H,,S",78,",,I",62,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/26/1974,72,"H,,S",80,",,I",59,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/27/1974,69,"H,,S",74,",,I",67,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/28/1974,71,"H,,S",85,",,I",65,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/29/1974,71,"H,,S",82,",,I",58,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/30/1974,67,"H,,S",78,",,I",60,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/1/1974,,,66,",,I",57,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/2/1974,66,"H,,S",73,",,I",60,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/3/1974,68,"H,,S",76,",,I",63,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/4/1974,66,"H,,S",78,",,I",60,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/5/1974,64,"H,,S",76,",,I",57,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/6/1974,63,"H,,S",75,",,I",57,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/7/1974,66,"H,,S",74,",,I",52,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/8/1974,67,"H,,S",72,",,I",61,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/9/1974,62,"H,,S",73,",,I",55,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/10/1974,61,"H,,S",71,",,I",52,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/11/1974,65,"H,,S",74,",,I",49,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/12/1974,63,"H,,S",69,",,I",61,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/13/1974,,,69,",,I",55,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/14/1974,61,"H,,S",74,",,I",51,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/15/1974,62,"H,,S",70,",,I",52,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/16/1974,63,"H,,S",74,",,I",53,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/17/1974,65,"H,,S",76,",,I",52,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/18/1974,,,75,",,I",57,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/19/1974,64,"H,,S",68,",,I",62,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/20/1974,64,"H,,S",75,",,I",58,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/21/1974,64,"H,,S",68,",,I",53,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/22/1974,61,"H,,S",63,",,I",60,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/23/1974,58,"H,,S",66,",,I",50,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/24/1974,54,"H,,S",67,",,I",47,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/25/1974,63,"H,,S",72,",,I",44,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/26/1974,69,"H,,S",78,",,I",56,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/27/1974,,,68,",,I",63,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/28/1974,56,"H,,S",65,",,I",50,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/29/1974,58,"H,,S",68,",,I",43,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/30/1974,58,"H,,S",62,",,I",53,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/31/1974,58,"H,,S",64,",,I",55,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/1/1974,51,"H,,S",56,",,I",47,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/2/1974,,,60,",,I",41,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/3/1974,52,"H,,S",64,",,I",39,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/4/1974,56,"H,,S",62,",,I",43,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/5/1974,54,"H,,S",64,",,I",51,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/6/1974,58,"H,,S",65,",,I",46,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/7/1974,63,"H,,S",72,",,I",54,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/8/1974,65,"H,,S",75,",,I",54,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/9/1974,58,"H,,S",63,",,I",55,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/10/1974,50,"H,,S",58,",,I",45,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/11/1974,52,"H,,S",59,",,I",39,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/12/1974,50,"H,,S",59,",,I",47,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/13/1974,46,"H,,S",53,",,I",42,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/14/1974,44,"H,,S",51,",,I",39,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/15/1974,42,"H,,S",53,",,I",37,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/16/1974,50,"H,,S",55,",,I",34,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/17/1974,54,"H,,S",57,",,I",50,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/18/1974,49,"H,,S",59,",,I",45,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/19/1974,49,"H,,S",61,",,I",41,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/20/1974,48,"H,,S",56,",,I",40,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/21/1974,48,"H,,S",60,",,I",40,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/22/1974,46,"H,,S",53,",,I",39,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/23/1974,49,"H,,S",56,",,I",38,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/24/1974,49,"H,,S",56,",,I",42,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/25/1974,49,"H,,S",59,",,I",43,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/26/1974,50,"H,,S",61,",,I",41,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/27/1974,48,"H,,S",63,",,I",40,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/28/1974,49,"H,,S",62,",,I",37,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/29/1974,53,"H,,S",64,",,I",39,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/30/1974,46,"H,,S",51,",,I",41,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/1/1974,48,"H,,S",58,",,I",38,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/2/1974,49,"H,,S",50,",,I",43,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/3/1974,52,"H,,S",59,",,I",47,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/4/1974,46,"H,,S",55,",,I",40,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/5/1974,43,"H,,S",50,",,I",36,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/6/1974,,,47,",,I",37,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/7/1974,,,49,",,I",39,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/8/1974,43,"H,,S",51,",,I",36,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/9/1974,48,"H,,S",55,",,I",36,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/10/1974,49,"H,,S",50,",,I",45,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/11/1974,47,"H,,S",52,",,I",44,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/12/1974,44,"H,,S",50,",,I",41,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/13/1974,43,"H,,S",46,",,I",34,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/14/1974,42,"H,,S",53,",,I",38,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/15/1974,,,47,",,I",35,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/16/1974,41,"H,,S",50,",,I",34,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/17/1974,45,"H,,S",51,",,I",35,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/18/1974,48,"H,,S",51,",,I",45,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/19/1974,44,"H,,S",50,",,I",39,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/20/1974,41,"H,,S",48,",,I",38,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/21/1974,39,"H,,S",48,",,I",34,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/22/1974,40,"H,,S",50,",,I",32,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/23/1974,45,"H,,S",53,",,I",31,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/24/1974,47,"H,,S",50,",,I",43,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/25/1974,43,"H,,S",49,",,I",39,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/26/1974,40,"H,,S",48,",,I",37,",,I"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/27/1974,42,"H,,S",50,",,I",32,",,I"
